article_name,article_quality,country,revision_id,population
Else-Marie Lindgren,Stub,Sweden,783498374,10.2
List of Chairpersons of the Sami Parliament of Sweden,Stub,Finland,783500239,5.5
Viktor Kingissepp,Start,Estonia,783501424,1.3
Marilyn Bodogh,Start,Canada,783503058,37.2
Sukhdev Rajbhar,Stub,India,783505381,"1,371.3"
Khin Kyi,GA,Myanmar,783505886,53.9
Sanda Min,Stub,Myanmar,783506010,53.9
Marina Baker,C,United Kingdom,783510155,66.4
So Man-sul,Start,"Korea, North",783510620,25.6
Émile Colling,Stub,Luxembourg,783511097,0.6
Ma Mingfang,Stub,China,783511207,"1,393.8"
Maati Bouabid,Stub,Morocco,783511832,35.2
Ismail Omar Abdul Aziz,Stub,Malaysia,783514171,32.5
Marina Riofrío,Stub,Argentina,783514617,44.5
Lyn-Wannan Kam,Stub,Nauru,783524054,0.01
Lyavon Barshchewski,Stub,Belarus,783525567,9.5
Louis-Mathias Auger,Start,Canada,783527330,37.2
Mario Agodino,Stub,Argentina,783532215,44.5
Mario Alegría,Stub,Peru,783532378,32.2
Mario Beccaria,Stub,Italy,783533626,60.6
Mario Bravo,Start,Argentina,783534154,44.5
Mario Catania,Stub,Italy,783534851,60.6
Egils Levits,Stub,Latvia,783534880,1.9
Mario Cimadevilla,Stub,Argentina,783535084,44.5
César Augusto Guzzetti,Stub,Argentina,783541183,44.5
Rene Claudel Mugenzi,B,United Kingdom,783541500,66.4
Mario Zotta,Stub,Italy,783545303,60.6
Jean-Baptiste Bienvenu-Martin,Start,France,783546348,65.1
Marion Andres,Stub,Philippines,783546506,107
Pierre Broussel,Stub,France,783546608,65.1
Constance Cummings-John,C,Sierra Leone,783550013,7.7
Constantin Popescu,Stub,Romania,783550852,19.5
Marion Reilly,Start,Australia,783551570,24.1
Tancred Constantinescu,Stub,Romania,783551598,19.5
Kenji Fujimori,Start,Peru,783551683,32.2
Marion Scrymgour,C,Australia,783551868,24.1
Marisa Abbondanzieri,Stub,Italy,783553798,60.6
Hugo Tolentino Dipp,C,Dominican Republic,783560337,10.8
Mariya Ahmed Didi,Start,Maldives,783562942,0.4
Mariëtte Hamer,Start,Netherlands,783563916,17.2
André Frédéric Hartmann,Stub,France,783564312,65.1
Marja van der Tas,Stub,Netherlands,783564363,17.2
Haji Ghulam Rabbani,Stub,Pakistan,783565671,200.6
Thoriq Ibrahim,Stub,Maldives,783567772,0.4
Zafar Ahmed Ansari,Stub,Pakistan,783575909,200.6
Mark Dudzic,Stub,United States,783579413,328
Harry Massey,Stub,Australia,783580577,24.1
Xiong Xiling,Stub,China,783588346,"1,393.8"
Abdullah II Al-Sabah,Start,Kuwait,783592151,4.2
Mark Kemakeza,Start,Solomon Islands,783592279,0.7
Jaber II Al-Sabah,Stub,Kuwait,783592286,4.2
Saad Al-Salim Al-Sabah,C,Kuwait,783592749,4.2
Barcourgné Courmo,Start,Niger,783597234,22.2
Qudsia Begum,Start,India,783597538,"1,371.3"
Charlotte Osei,Start,Ghana,783601280,29.5
Georg Cracow,Start,Germany,783602258,82.8
Mark Natanson,C,Lithuania,783602298,2.8
Michel Craplet,Stub,France,783604669,65.1
Jorge Cortell,C,Spain,783605340,46.7
Mark Pearson (politician),Start,Australia,783605831,24.1
James Laidley,Stub,Australia,783606376,24.1
Marika Mitsotakis,C,Greece,783607720,10.6
Willie Jimmy,Start,Vanuatu,783609693,0.3
Mark Sanchez (politician),C,United States,783612516,328
Issam Bagdi,Stub,Syria,783616524,18.3
P. K. Banerjee (Indian diplomat),Stub,India,783625963,"1,371.3"
Souhayr Belhassen,Stub,Tunisia,783627426,11.6
Mihály Csáky,C,Hungary,783630095,9.8
Beatriz de la Cueva,C,Spain,783634233,46.7
Cui Yuan (Han dynasty),Start,China,783634397,"1,393.8"
Ettore Beggiato,Start,Italy,783635394,60.6
Sekai Holland,C,Zimbabwe,783637102,14
Valgerður Gunnarsdóttir,Stub,Iceland,783637374,0.4
Semiha Borovac,Start,Bosnia-Herzegovina,783637444,3.5
"Jane Birdwood, Baroness Birdwood",C,United Kingdom,783639241,66.4
Rosana Tositrakul,Start,Thailand,783640269,66.2
Eugenio Manuvakola,Stub,Angola,783640980,30.4
Sigrún Magnúsdóttir,Stub,Iceland,783641089,0.4
Valgerður Bjarnadóttir,Stub,Iceland,783642033,0.4
Sigríður Ingibjörg Ingadóttir,Stub,Iceland,783642555,0.4
Pétur Blöndal,Stub,Iceland,783642643,0.4
Seán Cunningham,Stub,Ireland,783642748,4.9
Róbert Marshall,Stub,Iceland,783642808,0.4
Helgi Hjörvar,Stub,Iceland,783643268,0.4
Ragnheiður Elín Árnadóttir,Stub,Iceland,783644611,0.4
Ragnheiður Ríkharðsdóttir,Stub,Iceland,783646775,0.4
Katrín Júlíusdóttir,Stub,Iceland,783649104,0.4
Elín Hirst,Stub,Iceland,783649903,0.4
Bjarkey Gunnarsdóttir,Stub,Iceland,783650645,0.4
Mikhail Men,Start,Russia,783654244,147.3
Markús Örn Antonsson,Stub,Iceland,783655240,0.4
Anna Mghwira,Start,Nigeria,783656407,195.9
Marlene Malahoo Forte,Start,Jamaica,783659386,2.9
Marlene Moses,Start,Nauru,783659435,0.01
Marlene Mungunda,Stub,Namibia,783659445,2.5
Jerzy Czeszejko-Sochacki,Start,Poland,783662183,38.4
Marmaduke Grove,Start,Chile,783665542,18.6
P. F. Dahler,C,Netherlands,783667744,17.2
Rui Falcão,Stub,Brazil,783668645,209.4
Marouf al-Bakhit,Start,Jordan,783675339,10.2
Federico Villarreal,Stub,Peru,783675355,32.2
Hafsa Mossi,Start,Burundi,783682224,11.8
Najwan Halimi,C,Malaysia,783682344,32.5
Germaine Kouméalo Anaté,Stub,Togo,783682459,8
Jean-Boniface Assélé,C,Gabon,783684627,2.1
Paul-Henri-Benjamin d'Estournelles de Constant,Start,France,783685480,65.1
Louis Hunkanrin,C,Benin,783690842,11.5
Paul Hazoumé,Start,Benin,783690867,11.5
Zul Kifl Salami,Stub,Benin,783691429,11.5
Albert Tévoédjrè,B,Benin,783691464,11.5
Bonaventura Carles Aribau,Stub,Spain,783694683,46.7
Granville Anderson,Start,Canada,783695617,37.2
Klas Pontus Arnoldson,Stub,Sweden,783696632,10.2
Abdoulaye Bio Tchané,Start,Benin,783696929,11.5
Poul Møller,Stub,Denmark,783697738,5.8
Carol Telbisz,Start,Bulgaria,783698913,7
John Della Bosca,C,Australia,783703342,24.1
Chen Kuang-fu,C,Taiwan,783705327,23.6
Léopold Gnininvi,C,Togo,783706587,8
Owen Jennings,Start,New Zealand,783709214,4.9
Marta Lafuente,Stub,Paraguay,783710494,6.9
Kang Shih-ju,Stub,Taiwan,783712458,23.6
Hsu Hsin-ying,Start,Taiwan,783712551,23.6
Martha Hilda González Calderón,C,Mexico,783714984,130.8
Martha Hildebrandt,C,Peru,783715022,32.2
Mahbob-U-lah Koshani,Stub,Afghanistan,783717361,36.5
Zeng Gong,Start,China,783719112,"1,393.8"
Martial Mathieu Kani,Start,Congo,783719685,5.4
Jack Paff,Stub,Australia,783720378,24.1
Martin Elechi,Stub,Nigeria,783728193,195.9
Martin Fedor,Start,Slovakia,783728475,5.4
Martin Magga,Start,Solomon Islands,783737431,0.7
James Ocholi,Stub,Nigeria,783737928,195.9
Martin Otieno Ogindo,Stub,Kenya,783739335,51
Martin Ryan,Stub,Ireland,783741896,4.9
Martin Sopage,Start,Solomon Islands,783743492,0.7
Nada Haffadh,Start,Bahrain,783745282,1.5
Martin Ziguélé,Start,Central African Republic,783747259,4.7
Jassim bin Muhammed bin Jassim Al Thani,Stub,Qatar,783748276,2.7
Martina Bunge,Stub,Germany,783748681,82.8
Cavit Şadi Pehlivanoğlu,Stub,Turkey,783751416,81.3
Marjolein Faber,Stub,Netherlands,783751642,17.2
Philemon Quaye,Stub,Ghana,783751719,29.5
Fazlollah Mousavi,Stub,Iran,783758324,81.6
Anthony Reed Herbert,Start,United Kingdom,783758842,66.4
Susan Leblanc,Start,Canada,783759655,37.2
Mohamed Fawzi (general),C,Egypt,783760275,97
Jay Lee,Start,United Kingdom,783760576,66.4
Antonio Cabral de Melo,Start,Spain,783763497,46.7
Saye Zerbo,Start,Burkina Faso,783766345,20.3
Nasip Naço,Start,Albania,783767908,2.9
Miguel de Riglos Bástida,Start,Spain,783768110,46.7
Genc Ruli,Stub,Albania,783768403,2.9
Eduard Halimi,Start,Albania,783769001,2.9
Enkelejd Alibeaj,Stub,Albania,783769131,2.9
Igli Cara,Stub,Albania,783776796,2.9
Parid Cara,Stub,Albania,783776831,2.9
Neil Francis Hawkins,C,United Kingdom,783779054,66.4
Dirk Van der Maelen,Stub,Belgium,783781238,11.4
Svandís Svavarsdóttir,Stub,Iceland,783787691,0.4
Political families of Andhra Pradesh,Start,India,783796404,"1,371.3"
Jose Sering,Stub,Philippines,783796487,107
Mohammed Saleh Al Sada,Start,Qatar,783797305,2.7
Mary Fitzgerald (trade unionist),Stub,South Africa,783801323,57.7
Nadan Vidošević,Start,Croatia,783802982,4.1
Hossein Tala,Stub,Iran,783806294,81.6
Mary Kamala Gunaseelan,Stub,Sri Lanka,783808532,21.7
Luan Skuqi,Stub,Albania,783811255,2.9
Sergei Stepanov (politician),Stub,Moldova,783812668,3.5
Mary Musa,Start,Sierra Leone,783816690,7.7
Matt McEachan,Stub,Australia,783817818,24.1
Park Cha-jeong,Stub,"Korea, South",783818556,51.8
Paul Babeu,GA,United States,783821571,328
Cheung Hon-chung,Stub,China,783822661,"1,393.8"
Chan Wing-chan,Stub,China,783825005,"1,393.8"
Ngan Kam-chuen,Stub,China,783825434,"1,393.8"
Petr Tomaily,Stub,Moldova,783825643,3.5
Preparatory Committee for the Hong Kong Special Administrative Region,Stub,China,783825954,"1,393.8"
Selection Committee,Start,China,783826194,"1,393.8"
Lin Pin-kuan,Start,Taiwan,783826541,23.6
Ji Pengfei,Start,China,783826877,"1,393.8"
Qiao Guanhua,Start,China,783827175,"1,393.8"
Huang Hua,C,China,783827253,"1,393.8"
Wu Xueqian,Stub,China,783827315,"1,393.8"
Qian Qichen,C,China,783827437,"1,393.8"
Tang Jiaxuan,Stub,China,783827526,"1,393.8"
Li Zhaoxing,Start,China,783827582,"1,393.8"
Mary Whelan,Start,Ireland,783828119,4.9
Michael Laizer,Stub,Tanzania,783828906,59.1
List of vice premiers of the People's Republic of China,Start,China,783830457,"1,393.8"
Tai Chin-wah,Start,China,783832246,"1,393.8"
Owen Horwood,Start,South Africa,783832708,57.7
Clement Isong,C,Nigeria,783833481,195.9
Slaheddine Baccouche,Stub,Tunisia,783833655,11.6
Vice-President of Myanmar,Start,Myanmar,783835938,53.9
Oleg Gudymo,Stub,Moldova,783844072,3.5
Benito Ruíz de Salazar Vallecilla,Start,Spain,783844079,46.7
María Eugenia Cordovez,Stub,Ecuador,783846441,17
Delcídio do Amaral,Stub,Brazil,783847796,209.4
María Rosa Díaz,Start,Argentina,783850372,44.5
Roger Clarke (politician),Stub,Jamaica,783854836,2.9
William D. Coleman (politician),C,Liberia,783861043,4.9
Sun Hongzhi,Start,China,783875351,"1,393.8"
Duke Li of Qi,Stub,China,783876460,"1,393.8"
Marquis Ai of Jin,Stub,China,783876519,"1,393.8"
Shang Shu (Jin),Stub,China,783876675,"1,393.8"
Marquis Xiao of Jin,Stub,China,783876703,"1,393.8"
Marquis Xiaozi of Jin,Stub,China,783876729,"1,393.8"
Chuzi I,Stub,China,783876902,"1,393.8"
Du'ao,Stub,China,783876927,"1,393.8"
Duke Huai of Jin,Start,China,783876964,"1,393.8"
Wuzhi (Qi),Start,China,783877042,"1,393.8"
Duke Xiang of Qi,C,China,783877101,"1,393.8"
King Dao of Zhou,Stub,China,783877286,"1,393.8"
Jia'ao,Stub,China,783877369,"1,393.8"
Duke Zhuang II of Qi,C,China,783877421,"1,393.8"
An Ruzi,Start,China,783877487,"1,393.8"
Duke Dao of Qi,B,China,783877535,"1,393.8"
Duke Jian of Qi,Start,China,783877570,"1,393.8"
King Sheng of Chu,Stub,China,783877629,"1,393.8"
King Si of Zhou,Stub,China,783877655,"1,393.8"
Duke You of Jin,Stub,China,783877819,"1,393.8"
Chuzi II,Start,China,783877994,"1,393.8"
"Yan, Marquis of Tian",Start,China,783878215,"1,393.8"
King Min of Qi,GA,China,783878517,"1,393.8"
Anne Ferris,Stub,Ireland,783878573,4.9
Marquis Zhao of Jin,Stub,China,783880703,"1,393.8"
Selim Franklin,C,Canada,783880928,37.2
Bartolomeo II della Scala,Stub,Italy,783889378,60.6
Akbar A'lami,Stub,Iran,783892617,81.6
Meysam Saeidi,Stub,Iran,783892943,81.6
List of leaders of Tajikistan,Start,Tajikistan,783896246,9.1
Mohammad Khan (athlete),Stub,Afghanistan,783898506,36.5
Joe B. O'Hagan,Stub,Ireland,783902674,4.9
Paul Copin-Albancelli,Start,France,783903065,65.1
Nicolas Mosar,Stub,Luxembourg,783904793,0.6
İlter Türkmen,Start,Turkey,783909091,81.3
Mas’ud El-Jibril,Stub,Nigeria,783912480,195.9
Daniel Christmas,Stub,Canada,783918316,37.2
Wanda Thomas Bernard,Start,Canada,783918538,37.2
George Chiweshe,Start,Zimbabwe,783919896,14
Wang Xizhi,Start,China,783926637,"1,393.8"
Ion Constantin Ciobanu,Start,Moldova,783931645,3.5
Romulus Cioflec,Start,Moldova,783931647,3.5
Emanuil Gavriliță,Start,Moldova,783931667,3.5
Gheorghe Malarciuc,Start,Moldova,783931678,3.5
Andrei Lupan,Start,Moldova,783931681,3.5
Constantin Stamati-Ciurea,Start,Russia,783931700,147.3
Iustin Frățiman,Start,Moldova,783931709,3.5
Norman Maurice Armitage,Start,Colombia,783933179,49.8
Matheus Shikongo,Stub,Namibia,783936425,2.5
Mathias Dzon,C,Congo,783939405,5.4
Theodorus van Kooten,Stub,Netherlands,783943416,17.2
Aad Nuis,Start,Netherlands,783943524,17.2
Johann Hinkel,Stub,Germany,783944989,82.8
Nobuko Motomura,Stub,Japan,783945427,126.5
Mike Smithson (politics),Start,United Kingdom,783945730,66.4
Myriam Spiteri Debono,Stub,Malta,783946610,0.5
Mathurin Nago,Start,Benin,783947469,11.5
Nurali Yusifbayli,Start,Azerbaijan,783952413,9.9
Mario Menéndez,C,Argentina,783952466,44.5
Vera Aceva,Start,Macedonia,783955998,2.1
Ikuinyi O. Ibani,Stub,Nigeria,783959501,195.9
Matt Baker (footballer),Start,United Kingdom,783965605,66.4
Mariano Recalde,Stub,Argentina,783973105,44.5
César Campinchi,Start,France,783975863,65.1
Mihai Antonescu,Start,Romania,783982257,19.5
Jules Renkin,Start,Belgium,783985213,11.4
Andrew Archibald Macdonald,Start,Canada,783986759,37.2
Julius Brutzkus,Start,Lithuania,783987825,2.8
Nizamettin Taş,Stub,Turkey,784003606,81.3
Matteo Agosta,Stub,Italy,784003818,60.6
Bala Mohammed,Start,Nigeria,784005120,195.9
Guillermo Ross,Start,Spain,784012392,46.7
Dastan Sarygulov,Start,Kyrgyzstan,784025783,6.1
Matthew Mbu Junior,Start,Nigeria,784026624,195.9
Francisco de Merlo,Start,Spain,784035404,46.7
Matthias Diependaele,Stub,Belgium,784036432,11.4
Ñuño Fernández Lobo,Stub,Spain,784040042,46.7
J. B. Dauda,Start,Sierra Leone,784041744,7.7
Jean-Marie Dayot,Start,Vietnam,784045078,94.7
Renzo De Felice,Start,Italy,784047394,60.6
Francisco Tatad,C,Philippines,784051017,107
Maulana Shakhawat,Stub,Bangladesh,784052783,166.4
Marcelė Kubiliūtė,Stub,Lithuania,784053540,2.8
Konstantin von Notz,Start,Germany,784057010,82.8
Maurice Freeman,Stub,South Africa,784060351,57.7
Maurice Spector,C,Canada,784066286,37.2
Mohammed Saleh,Start,Nigeria,784066388,195.9
António Dembo,Start,Angola,784078878,30.4
Igor Demidov,Stub,Russia,784079727,147.3
Mavis Ama Frimpong,Stub,Ghana,784081591,29.5
Mahipal Shastri,Stub,India,784082773,"1,371.3"
John Kotz (politician),Stub,United Kingdom,784087879,66.4
Karl Weber (German politician),Stub,Germany,784092463,82.8
Fuk'anggan,Start,China,784097602,"1,393.8"
Wajdi Mallat,C,Lebanon,784097856,6.1
Anwar al-Khatib (Lebanon),Stub,Lebanon,784097948,6.1
Abbas Ka'bi,Stub,Iran,784098349,81.6
Jaume Matas,Stub,Spain,784100075,46.7
Şenkal Atasagun,Stub,Turkey,784104454,81.3
Sönmez Köksal,Stub,Turkey,784104528,81.3
Max Stadler,Stub,Germany,784104827,82.8
Silvio Schembri,C,Malta,784104870,0.5
Jan Bernd Bicker,Start,Netherlands,784109385,17.2
Grete Rehor,Stub,Austria,784112109,8.8
Abd al-Razzaq al-Dandashi,Start,Syria,784112344,18.3
Benito Owusu Bio,Stub,Ghana,784113912,29.5
Electoral history of Mohammad Bagher Ghalibaf,Start,Iran,784114374,81.6
Louis Riel Sr.,Start,Canada,784120111,37.2
Kingsford Dibela,Stub,Papua New Guinea,784120609,8.5
Mohamed Abdi Hayir,Stub,Somalia,784126148,15.2
José Díez de la Cortina y Olaeta,FA,Spain,784129251,46.7
Yinchang,C,China,784136214,"1,393.8"
Dimitrie Macedonski,Start,Romania,784136470,19.5
Bozhidar Dimitrov,C,Bulgaria,784136646,7
Dinh Van Than,C,Vanuatu,784138368,0.3
Tony Miller (California),Start,United States,784138992,328
Maya Jribi,Start,Tunisia,784141188,11.6
Fernand Cocq,Stub,Belgium,784143763,11.4
Ymer Dishnica,Stub,Albania,784148872,2.9
José Reinaldo de Lima,Start,Brazil,784155995,209.4
Dmitry Bludov,Start,Russia,784157883,147.3
Dmitry Sipyagin,Start,Russia,784158068,147.3
Roberto Sacasa,Start,Nicaragua,784158502,6.3
Mayol Kur Akuei,Stub,South Sudan,784159589,13
Constantin Dobrescu-Argeș,FA,Romania,784160123,19.5
Dodo (prince),C,China,784164246,"1,393.8"
Yoshinobu Ohira,Stub,Japan,784168700,126.5
Elmar Valiyev,Stub,Azerbaijan,784171048,9.9
Andrés Domingo y Morales del Castillo,Stub,Cuba,784172592,11.1
Faimalaga Luka,Start,Tuvalu,784186127,0.01
Driss Lachgar,Stub,Morocco,784193147,35.2
Taukelina Finikaso,Start,Tuvalu,784197833,0.01
Douwe Sirtema van Grovestins,Start,Netherlands,784206691,17.2
Hilario Ramos Mexía,Start,Argentina,784213915,44.5
Dragan Bogdanovski,Stub,Macedonia,784214010,2.1
Dragutin Jovanović-Lune,Start,Serbia,784216706,7
Yannick Jadot,Start,France,784217962,65.1
Gregorio Ramos Mexía,Start,Spain,784218039,46.7
Hedwig Dransfeld,Start,Germany,784218040,82.8
Michal Drobný,Start,Slovakia,784223555,5.4
Franciszek Ksawery Drucki-Lubecki,C,Poland,784225074,38.4
Hong Uwon,Stub,"Korea, South",784233399,51.8
Kuan Bi-ling,Start,Taiwan,784234199,23.6
Juan Ramírez de Velasco,Start,Paraguay,784236444,6.9
Electoral history of John Ballance,Start,New Zealand,784238454,4.9
Barbara Boggs Sigmund,Start,United States,784238885,328
Ivor MacGillivray,Start,Australia,784241013,24.1
Abílio Duarte,Start,Cape Verde,784247576,0.6
Tanneguy Duchâtel,Stub,France,784250322,65.1
Medet Serhat,C,Turkey,784252832,81.3
Gordon Nuttall,GA,Australia,784261765,24.1
Abdullah Haroon,Start,Pakistan,784263750,200.6
Ivan Durnovo,Start,Russia,784264764,147.3
Bridget Rice,Stub,Ireland,784264903,4.9
"Salman, Crown Prince of Bahrain",C,Bahrain,784266697,1.5
Sofia Dzerzhinskaya,Stub,Poland,784274857,38.4
Mohamed al-Atifi,Stub,Yemen,784282974,28.9
Mohamed Abdullah al-Kawsi,Stub,Yemen,784283119,28.9
Ion Emanuel Florescu,Stub,Romania,784308305,19.5
Barbu Catargiu,C,Romania,784308626,19.5
Édouard Grinda,Stub,France,784313465,65.1
Edvard Brandes,Start,Denmark,784316469,5.8
Esperanza Martínez (politician),Stub,Paraguay,784319116,6.9
Alfredo Moreno Charme,Stub,Chile,784320685,18.6
Edwin Gebauer,Stub,Germany,784323619,82.8
Alfredo Baquerizo,Stub,Ecuador,784324271,17
Paul Eidelberg,Start,Israel,784331631,8.5
Eidu,Start,China,784332012,"1,393.8"
Esteban Rodríguez Miró,GA,Spain,784332282,46.7
Meghraj Tawar,C,India,784334470,"1,371.3"
Einar Thambarskelfir,C,Norway,784334563,5.3
Eloy Alfaro,C,Ecuador,784339113,17
Mehdi Isazadeh,Stub,Iran,784340192,81.6
Dunya Maumoon,Start,Maldives,784341377,0.4
Edward C. Krause,Stub,United States,784341891,328
Mehdi bey Hajinski,Start,Azerbaijan,784341903,9.9
Rinchingiin Elbegdorj,C,Mongolia,784342538,3.2
Mohammed bin Thani,B,Qatar,784346260,2.7
Elena Frías de Chávez,Stub,Venezuela,784350993,31.8
Mei Li Vos,C,Netherlands,784351662,17.2
Carlos Maria Elías y de la Quintana,Stub,Peru,784353599,32.2
Jennie Elias,Stub,United Kingdom,784353659,66.4
Kazuko Saito,Stub,Japan,784358956,126.5
Bess Nkabinde,C,South Africa,784360449,57.7
Shunroku Hata,C,Japan,784361847,126.5
Daniel Elmen,Stub,Russia,784364138,147.3
Behafarid,Stub,Iran,784374287,81.6
João Bernardo de Miranda,C,Angola,784374404,30.4
List of Presidents of Cape Verde,Start,Cape Verde,784384087,0.6
Engelbrekt Engelbrektsson,C,Sweden,784387002,10.2
Datu Amir Baraguir,Stub,Philippines,784391189,107
Rui Pereira (politician),Stub,Portugal,784391270,10.3
Abdinur Sheikh Mohamed,Stub,Somalia,784394537,15.2
León Ortiz de Rozas,Start,Spain,784394850,46.7
Josiah Mushore Chinamano,Stub,Zimbabwe,784396785,14
Melhupra Vero,Stub,India,784397096,"1,371.3"
Jahangir Mohammad Adel,Stub,Bangladesh,784399640,166.4
Melissa Helmbrecht,C,United States,784404386,328
Ashrafuddin Ahmad Chowdhury,Start,Bangladesh,784405923,166.4
Maciej Sulkiewicz,Start,Azerbaijan,784407072,9.9
Azzedine Mihoubi,Start,Algeria,784420611,42.7
Omobola Johnson,Start,Nigeria,784420624,195.9
Graciano Antuña,Stub,Spain,784420637,46.7
Death of Mutula Kilonzo,C,Kenya,784422245,51
"Members of the National Parliament of Papua New Guinea, 1972–1977",Start,Papua New Guinea,784425847,8.5
Bekir Sami Kunduh,Start,Turkey,784427922,81.3
Robert Ameerali,Stub,Suriname,784433966,0.6
Nicholas Gumbo,Stub,Kenya,784436280,51
Joseph Rockson,Stub,Ghana,784437905,29.5
Erling Olsen,Stub,Denmark,784440138,5.8
Men Sam An,Stub,Cambodia,784442393,16
Khalihenna Ould Errachid,Start,Morocco,784444000,35.2
"Sir William Erskine, 2nd Baronet",C,United Kingdom,784444507,66.4
Franz Erwein von Schönborn-Wiesentheid,Start,Germany,784444926,82.8
Valērija Seile,Stub,Latvia,784445106,1.9
Marcel Storme,Start,Belgium,784450234,11.4
Alonso de Estrada,Start,Spain,784454344,46.7
Albert Henry Hime,Start,Ireland,784458710,4.9
"Alexander Bernstein, Baron Bernstein of Craigweil",Stub,United Kingdom,784462001,66.4
Euclídes de Angulo,Stub,Colombia,784463296,49.8
Proceso Alcala,Start,Philippines,784466759,107
Alexander Tucker (commissioner),Stub,United Kingdom,784472086,66.4
Andy Brooks,Stub,United Kingdom,784473817,66.4
Mercedes Pulido,Stub,Venezuela,784480263,31.8
Safa Giray,Start,Turkey,784488126,81.3
Mereseini Vuniwaqa,Start,Fiji,784496062,0.9
Kabori Sarwar,C,Bangladesh,784499082,166.4
Mahmoud Abdel Rahman Fahmy,Start,Egypt,784503020,97
Johan Kõpp,Start,Estonia,784508377,1.3
Giuseppe Falcomatà,Stub,Italy,784509082,60.6
Johannes Olav Fallize,C,Luxembourg,784512229,0.6
President of Mauritius,GA,Mauritius,784515275,1.3
Arjan El Fassed,Start,Netherlands,784531281,17.2
Alfred R. Lea,Stub,United States,784534150,328
Faydang Lobliayao,Start,Laos,784537505,7
John Savage (Irish politician),Start,Ireland,784540326,4.9
Hans Aas,Stub,Norway,784543228,5.3
Fritz Platten,Start,Switzerland,784548645,8.5
Felipe Berriozábal,Start,Mexico,784549140,130.8
Felix Grundy McConnell,Start,United States,784549737,328
Davis political family,C,United States,784552501,328
Bayan Nouri,Start,Iraq,784553121,40.2
Fennoman movement,Start,Finland,784555022,5.5
Met Bozi,Stub,Albania,784558743,2.9
Allan Powell,Stub,United Kingdom,784562540,66.4
"Amir Bhatia, Baron Bhatia",Start,United Kingdom,784563047,66.4
"Anthony Clarke, Baron Clarke of Hampstead",Start,United Kingdom,784565320,66.4
"Anthony Grabiner, Baron Grabiner",C,United Kingdom,784565467,66.4
Arnold Reedy,Start,New Zealand,784567948,4.9
"Arthur Hazlerigg, 1st Baron Hazlerigg",Start,United Kingdom,784569037,66.4
Audrey Ngaere Gale,Stub,New Zealand,784570968,4.9
Barbara Goodman,Start,New Zealand,784571784,4.9
Eliodoro Villazón,Start,Bolivia,784574502,11.3
Darrell Figgis,C,Ireland,784575431,4.9
Spomenka Hribar,C,Slovenia,784578705,2.1
Hossein Ghods-Nakhai,Start,Iran,784585874,81.6
Sardar Rafie Yanehsari,Stub,Iran,784587393,81.6
Khair Bakhsh Marri,Start,Pakistan,784589958,200.6
Huang Chih-hsiung,Start,Taiwan,784601783,23.6
Domingo Belgrano,Start,Italy,784613462,60.6
Juan Esteban Montero,Start,Chile,784625711,18.6
Mey Norn,Stub,Cambodia,784629286,16
Latifur Rahman,Start,Bangladesh,784632088,166.4
Carlos Gálvez Betancourt,Stub,Mexico,784632112,130.8
P. V. Kurian,Stub,India,784634784,"1,371.3"
Barry Holloway,C,Papua New Guinea,784639124,8.5
"Beatrice Plummer, Baroness Plummer",Stub,United Kingdom,784640096,66.4
Ben Couch,C,New Zealand,784640359,4.9
Betsy Robertson Eyre,Stub,New Zealand,784641175,4.9
Betty Bourke,Stub,New Zealand,784641192,4.9
Bill Rogers (New Zealand politician),Start,New Zealand,784641585,4.9
List of Iraqi Information Ministers,Stub,Iraq,784642119,40.2
Bob Francis (rugby referee),Start,New Zealand,784642169,4.9
Charles-Claude Flahaut de la Billaderie,Stub,France,784642638,65.1
Carlyle Glean,Stub,Grenada,784644591,0.1
Heinrich Fleißner,Start,Germany,784647257,82.8
Gabriel von Salamanca-Ortenburg,Start,Spain,784647481,46.7
Chakravarthi V. Narasimhan,Start,India,784647544,"1,371.3"
Charles Coghlan (politician),FA,Ireland,784648242,4.9
Christina Allan Massey,Stub,New Zealand,784651808,4.9
Wan Muhamad Noor Matha,Start,Thailand,784652030,66.2
Clutha Mackenzie,Start,New Zealand,784653410,4.9
Cora Louisa Burrell,Stub,New Zealand,784654332,4.9
Philip Sandys Melvill,Stub,United Kingdom,784655164,66.4
Shahab-ud-Din Virk,Stub,India,784656510,"1,371.3"
Abdul Haye,Start,India,784656568,"1,371.3"
Célestin Hennion,C,France,784658270,65.1
"David Gold, Baron Gold",Stub,United Kingdom,784659646,66.4
Joan Maetsuycker,Stub,Netherlands,784661590,17.2
Hendrik Swellengrebel,Stub,South Africa,784664528,57.7
"Dora Gaitskell, Baroness Gaitskell",Start,United Kingdom,784665644,66.4
Dorothy Constance Blomfield,Stub,New Zealand,784665746,4.9
Dorothy Pauline McNab,Stub,New Zealand,784665832,4.9
Michael Bimha,Stub,Zimbabwe,784668448,14
Ingo Appelt,Stub,Austria,784669247,8.8
Edward Arthur Carr,Stub,United Kingdom,784669757,66.4
Ioan Flueraș,C,Romania,784670194,19.5
Edward Francis Small,Start,Gambia,784670990,2.2
"Edward Levy-Lawson, 1st Baron Burnham",Start,United Kingdom,784671754,66.4
Orhan Eyüpoğlu,Stub,Turkey,784677165,81.3
Flora McMillan Forde,Stub,New Zealand,784679223,4.9
Francis Billy Hilly,C,Solomon Islands,784679794,0.7
